,t,I
0,0.0012319087982177734,-5.782216548919678
1,0.05458211898803711,-6.454061508178711
2,0.11027812957763672,-6.317874431610107
3,0.16622018814086914,-5.953275203704834
4,0.22243738174438477,-6.284781455993652
5,0.2781641483306885,-6.319313049316406
6,0.3342289924621582,-6.327421188354492
7,0.39069533348083496,-6.377845764160156
8,0.44695520401000977,-6.328657150268555
9,0.5030603408813477,-6.369676113128662
10,0.5595922470092773,-6.184401035308838
11,0.6156651973724365,-5.8470659255981445
12,0.6716322898864746,-6.2246623039245605
13,0.7282180786132812,-6.348134994506836
14,0.7846746444702148,-6.003411293029785
15,0.8409574031829834,-5.8946638107299805
16,0.8972253799438477,-6.331413745880127
17,0.9536275863647461,-5.92427921295166
18,1.010054111480713,-6.317276477813721
19,1.0665595531463623,-6.446010589599609
20,1.1225039958953857,-5.780277729034424
21,1.178724765777588,-5.733386039733887
22,1.2349882125854492,-6.248994827270508
23,1.2911908626556396,-5.9995269775390625
24,1.3474030494689941,-6.298081398010254
25,1.403702974319458,-6.329702377319336
26,1.4599063396453857,-6.185849189758301
27,1.516083002090454,-6.442159175872803
28,1.572352409362793,-5.7844157218933105
29,1.6283338069915771,-6.186142921447754
30,1.6844568252563477,-5.986052989959717
31,1.7405879497528076,-5.714775562286377
32,1.7966699600219727,-5.785924911499023
33,1.8531198501586914,-6.330739498138428
34,1.909377098083496,-6.329165458679199
35,1.96549391746521,-6.544102668762207
36,2.0217537879943848,-6.378153324127197
37,2.0782601833343506,-6.321218490600586
38,2.134385585784912,-6.328166961669922
39,2.1904163360595703,-6.456852436065674
40,2.247018337249756,-5.913552761077881
41,2.303514242172241,-5.927868366241455
42,2.3600053787231445,-5.784287452697754
43,2.416346311569214,-6.349385738372803
44,2.472480297088623,-6.456132888793945
45,2.5280356407165527,-5.967033863067627
46,2.584033727645874,-6.182314872741699
47,2.640289068222046,-6.12510871887207
48,2.696781873703003,-6.2944231033325195
49,2.75327730178833,-6.4384050369262695
50,2.8098068237304688,-6.02284049987793
51,2.866035223007202,-6.151449680328369
52,2.921638011932373,-6.3025288581848145
53,2.978161096572876,-6.29467248916626
54,3.0341403484344482,-5.78209114074707
55,3.0901877880096436,-5.689449787139893
56,3.1466991901397705,-6.283620834350586
57,3.2031869888305664,-5.797695159912109
58,3.2595088481903076,-6.455348014831543
59,3.315589189529419,-6.327322959899902
60,3.372199535369873,-5.781108856201172
61,3.4304773807525635,-6.398321628570557
62,3.486694812774658,-6.354389667510986
63,3.5426645278930664,-6.254390716552734
64,3.598259210586548,-6.197643756866455
65,3.6544578075408936,-6.060896873474121
66,3.710664987564087,-6.32401704788208
67,3.767054319381714,-5.778925895690918
68,3.8231594562530518,-6.32447624206543
69,3.8788859844207764,-5.994784355163574
70,3.934710741043091,-6.316023349761963
71,3.990546703338623,-6.467631816864014
72,4.046603441238403,-6.509462356567383
73,4.102834939956665,-6.3645782470703125
74,4.159101247787476,-5.680397987365723
75,4.215802431106567,-6.243128776550293
76,4.2718000411987305,-5.777706146240234
77,4.327800273895264,-6.291876316070557
78,4.384047031402588,-6.351159572601318
79,4.440100193023682,-5.721569538116455
80,4.498683929443359,-2.756209373474121
81,4.554694890975952,-2.2140471935272217
82,4.610800743103027,-1.9562530517578125
83,4.666720390319824,-1.8020644187927246
84,4.72279953956604,-1.717658281326294
85,4.778961658477783,-0.500326931476593
86,4.834874868392944,-0.4561958909034729
87,4.890748500823975,-0.44583454728126526
88,4.946357488632202,-0.6604855060577393
89,5.002442359924316,-0.32987481355667114
90,5.05837345123291,-0.3685529828071594
91,5.114614486694336,-1.421342372894287
92,5.1709911823272705,0.469560444355011
93,5.227254629135132,-0.04415035620331764
94,5.283460855484009,0.08832178264856339
95,5.339019060134888,0.9039087295532227
96,5.394799470901489,0.012023627758026123
97,5.450793504714966,-0.35203978419303894
98,5.506878137588501,0.0991777777671814
99,5.562898874282837,-0.1588355302810669
100,5.619035243988037,-1.028333306312561
101,5.675353527069092,-0.1474195122718811
102,5.731391906738281,-0.940156877040863
103,5.787665128707886,-0.3056771755218506
104,5.843803405761719,-1.0943721532821655
105,5.900355339050293,-0.551726222038269
106,5.954008340835571,-1.1676644086837769
107,6.010231018066406,-0.9294684529304504
108,6.066260576248169,-0.6436915993690491
109,6.122778415679932,-0.7037090063095093
110,6.179171323776245,-0.016689330339431763
111,6.235859394073486,-0.6231431365013123
112,6.292164325714111,-0.28396645188331604
113,6.348470687866211,-0.37302395701408386
114,6.404374599456787,0.16350440680980682
115,6.460909843444824,-0.17513379454612732
116,6.5170204639434814,0.3518269658088684
117,6.573064565658569,-0.020010732114315033
118,6.629675626754761,0.21873082220554352
119,6.685917615890503,0.16610926389694214
120,6.742160797119141,-0.6423250436782837
121,6.798161029815674,-1.3123875856399536
122,6.854065895080566,-0.018140748143196106
123,6.906954765319824,0.02631579339504242
124,6.961389780044556,0.25708919763565063
125,7.017510652542114,-1.0667041540145874
126,7.073307991027832,-0.2539272606372833
127,7.129275321960449,0.46441516280174255
128,7.1854588985443115,-0.344468891620636
129,7.241800308227539,-0.6025602221488953
130,7.298068523406982,-1.0491162538528442
131,7.354564189910889,-0.28773847222328186
132,7.410410165786743,-0.514734148979187
133,7.466556072235107,-0.6524945497512817
134,7.522878170013428,0.23746272921562195
135,7.5790019035339355,-0.411211758852005
136,7.634836196899414,-0.38504883646965027
137,7.690909385681152,-1.1133838891983032
138,7.746928930282593,0.11394675076007843
139,7.8029944896698,-0.5598989725112915
140,7.859079360961914,-0.2612045109272003
141,7.914953947067261,-0.5268001556396484
142,7.971097707748413,-0.21591860055923462
143,8.027279376983643,-1.263991117477417
144,8.083587408065796,-0.5419057607650757
145,8.139533758163452,0.5595481395721436
146,8.195470809936523,-0.354876846075058
147,8.251548528671265,-0.6588512659072876
148,8.307458877563477,-0.5175836682319641
149,8.363351106643677,1.1153521537780762
150,8.419251680374146,-0.46882763504981995
151,8.474988222122192,0.18361389636993408
152,8.530595541000366,-0.46676284074783325
153,8.586347341537476,0.49590030312538147
154,8.642493963241577,0.09948945045471191
155,8.698623180389404,0.03113255463540554
156,8.755008935928345,-0.7119547128677368
157,8.811619997024536,-0.130584254860878
158,8.867553234100342,-0.2442125827074051
159,8.921852588653564,-0.2246042788028717
160,8.977999687194824,-0.1290866732597351
161,9.034197092056274,-1.4191865921020508
162,9.090273380279541,0.02314499020576477
163,9.146245241165161,-1.8020834922790527
164,9.202510118484497,-0.10899215191602707
165,9.258599996566772,-0.659631073474884
166,9.314781665802002,-0.5111929774284363
167,9.37089228630066,-0.6008334159851074
168,9.426982641220093,-0.20879313349723816
169,9.483166456222534,-0.6407527923583984
170,9.539262294769287,-1.3371309041976929
171,9.595575332641602,-0.4646758437156677
172,9.651527404785156,-0.5293629169464111
173,9.707492113113403,-0.6501948237419128
174,9.763387441635132,-0.06643557548522949
175,9.819097518920898,0.1093127578496933
176,9.874990463256836,-1.4656124114990234
177,9.931150436401367,-0.04479910433292389
178,9.987237930297852,-0.3790760636329651
179,10.043782949447632,0.34936854243278503
180,10.100477933883667,0.01640298217535019
181,10.15634822845459,0.33004310727119446
182,10.212390422821045,-0.5080401301383972
183,10.268388509750366,-0.6644806861877441
184,10.324520349502563,-0.86445552110672
185,10.380386352539062,-0.14797738194465637
186,10.43652892112732,-0.30266138911247253
187,10.4928719997406,-0.5631688237190247
188,10.548278331756592,-0.3791881501674652
189,10.60163950920105,-0.5001268982887268
190,10.656763315200806,-1.310173749923706
191,10.71293592453003,-0.3366396725177765
192,10.76950192451477,-1.5390470027923584
193,10.825916767120361,-0.4084222614765167
194,10.882023811340332,-1.4334863424301147
195,10.93795132637024,-0.6907626390457153
196,10.994154214859009,-0.5674756169319153
197,11.050073623657227,-0.821904718875885
198,11.106045961380005,-0.7857996225357056
199,11.162333965301514,-1.5764501094818115
200,11.218427419662476,-0.10562478005886078
201,11.274543285369873,-0.8144556283950806
202,11.330567836761475,-0.4825599193572998
203,11.387100458145142,-1.0107721090316772
204,11.4432053565979,-0.35060539841651917
205,11.499388217926025,-0.30620473623275757
206,11.555557250976562,-0.3456302881240845
207,11.611156225204468,-0.6353601217269897
208,11.667076349258423,-1.3350900411605835
209,11.722954750061035,1.8154417276382446
210,11.779093980789185,3.0628433227539062
211,11.835166454315186,3.712613344192505
212,11.891451835632324,4.530517578125
213,11.947996616363525,4.474767684936523
214,12.004165410995483,5.106455326080322
215,12.060565710067749,5.741013050079346
216,12.11661434173584,5.938220024108887
217,12.172697067260742,6.043448448181152
218,12.228857517242432,6.331141471862793
219,12.285115003585815,6.782759189605713
220,12.341479301452637,7.387960910797119
221,12.39746642112732,7.769337177276611
222,12.453704118728638,8.615789413452148
223,12.50960659980774,8.251608848571777
224,12.565738201141357,9.094416618347168
225,12.621830463409424,9.17856216430664
226,12.677562236785889,9.686112403869629
227,12.733736038208008,9.537532806396484
228,12.789873838424683,9.410005569458008
229,12.846125602722168,10.285733222961426
230,12.90210509300232,10.509346008300781
231,12.958008050918579,9.716839790344238
232,13.014230012893677,10.533342361450195
233,13.070339441299438,10.501930236816406
234,13.126242876052856,9.682838439941406
235,13.182413339614868,9.533201217651367
236,13.23852801322937,9.844904899597168
237,13.294721126556396,10.329566955566406
238,13.35072660446167,10.265442848205566
239,13.40626335144043,9.51265811920166
